date,total_quantity,total_revenue,sku_count,promo_days
2011-08-01,10844,20244.96069047619,3802,282
2011-08-02,11861,21072.058083333333,3802,178
2011-08-03,15475,27637.308285714287,3802,386
2011-08-04,36518,63275.88589443889,3802,308
2011-08-05,10506,17949.128166666665,3802,292
2011-08-06,0,0.0,3802,0
2011-08-07,5115,7487.168571428571,3802,224
2011-08-08,11823,23090.099603174604,3802,235
2011-08-09,8038,15566.121357142858,3802,224
2011-08-10,12835,28161.420726190478,3802,165
2011-08-11,22582,45361.975567099566,3802,257
2011-08-12,8641,27652.9605,3802,173
2011-08-13,0,0.0,3802,0
2011-08-14,3169,5684.846666666666,3802,193
2011-08-15,7195,13192.445952380953,3802,325
2011-08-16,11006,18472.84223809524,3802,290
2011-08-17,23862,51062.727794011545,3802,339
2011-08-18,18299,27123.547392857145,3802,411
2011-08-19,7995,12905.15,3802,230
2011-08-20,0,0.0,3802,0
2011-08-21,6673,11806.525047619047,3802,323
2011-08-22,14215,27225.918,3802,346
2011-08-23,11556,18079.335,3802,368
2011-08-24,27462,47900.90963492064,3802,286
2011-08-25,10831,19584.252333333334,3802,293
2011-08-26,10049,15256.94657142857,3802,199
2011-08-27,0,0.0,3802,0
2011-08-28,5903,9587.008333333333,3802,316
2011-08-29,0,0.0,3802,0
2011-08-30,10038,32191.739461177713,3802,62
2011-08-31,9455,18676.88342857143,3802,182
2011-09-01,21997,29105.398325396825,3802,453
2011-09-02,16480,45320.56448443224,3802,177
2011-09-03,0,0.0,3802,0
2011-09-04,7534,13181.745,3802,342
2011-09-05,16446,27082.077452380952,3802,308
2011-09-06,13104,23202.203166666666,3802,275
2011-09-07,12870,30828.581384199133,3802,136
2011-09-08,13670,21133.411166666665,3802,330
2011-09-09,13640,24239.56042857143,3802,269
2011-09-10,0,0.0,3802,0
2011-09-11,19811,34394.98128210678,3802,523
2011-09-12,16823,30704.380265873016,3802,339
2011-09-13,27121,46953.51018759019,3802,259
2011-09-14,12228,21888.978404761903,3802,301
2011-09-15,27552,86345.74923928849,3802,288
2011-09-16,14250,26040.865496031747,3802,270
2011-09-17,0,0.0,3802,0
2011-09-18,8936,15964.534166666666,3802,404
2011-09-19,12286,19369.859333333334,3802,266
2011-09-20,42031,109223.21410714286,3802,236
2011-09-21,18519,47880.97318650794,3802,146
2011-09-22,26694,51607.110957042954,3802,456
2011-09-23,17137,34721.14385714286,3802,295
2011-09-24,0,0.0,3802,0
2011-09-25,18094,28924.46708791209,3802,463
2011-09-26,14095,28113.83985714286,3802,254
2011-09-27,20427,37269.13775396825,3802,273
2011-09-28,21973,41027.44773989899,3802,343
2011-09-29,25539,45534.399676823174,3802,475
2011-09-30,18065,37680.21404978355,3802,298
2011-10-01,0,0.0,3802,0
2011-10-02,8332,11592.415,3802,452
2011-10-03,25770,71288.58507142858,3802,263
2011-10-04,24833,50877.138507936506,3802,283
2011-10-05,32944,52761.97944444445,3802,365
2011-10-06,30886,59437.072078088575,3802,445
2011-10-07,26146,50016.8969455267,3802,257
2011-10-08,0,0.0,3802,0
2011-10-09,7285,12337.728333333334,3802,375
2011-10-10,23318,44890.922242784996,3802,314
2011-10-11,21446,46780.62040512265,3802,256
2011-10-12,14261,26852.062035714287,3802,257
2011-10-13,14134,27773.953476190476,3802,342
2011-10-14,14683,27460.905222222224,3802,316
2011-10-15,0,0.0,3802,0
2011-10-16,8648,22206.958095238097,3802,382
2011-10-17,19378,38351.67918903319,3802,231
2011-10-18,25363,40820.961816600066,3802,326
2011-10-19,15097,28784.564865079366,3802,361
2011-10-20,16326,29448.140833333335,3802,448
2011-10-21,20368,58184.759404761906,3802,289
2011-10-22,0,0.0,3802,0
2011-10-23,6951,12115.84,3802,457
2011-10-24,24744,49883.22252380953,3802,207
2011-10-25,24246,39211.35459126984,3802,348
2011-10-26,18441,34888.00005952381,3802,382
2011-10-27,24659,36088.62894011544,3802,409
2011-10-28,17192,30140.05761904762,3802,319
2011-10-29,0,0.0,3802,0
2011-10-30,17506,30870.180887362636,3802,533
2011-10-31,19281,54421.856274891776,3802,93
2011-11-01,14617,25670.0275,3802,416
2011-11-02,24496,42680.82857990621,3802,251
2011-11-03,31485,65522.41671789322,3802,370
2011-11-04,32746,63817.32079326229,3802,416
2011-11-05,0,0.0,3802,0
2011-11-06,18111,33252.90056618382,3802,578
2011-11-07,29504,62977.110061507934,3802,370
2011-11-08,24975,59028.324675575284,3802,184
2011-11-09,35771,70256.1734029304,3802,351
2011-11-10,27856,58607.31584293485,3802,408
2011-11-11,23898,50383.73764474969,3802,231
2011-11-12,0,0.0,3802,0
2011-11-13,17597,28125.655623210125,3802,506
2011-11-14,44115,95677.55304137529,3802,259
2011-11-15,24843,55598.33254230273,3802,250
2011-11-16,26663,57032.271051587304,3802,241
2011-11-17,23020,43978.64853889166,3802,418
2011-11-18,20486,44665.26618090243,3802,292
2011-11-19,0,0.0,3802,0
2011-11-20,17558,30159.604887445887,3802,570
2011-11-21,23532,48248.50718614719,3802,354
2011-11-22,30310,61896.21846067821,3802,340
2011-11-23,29492,65860.50811655012,3802,399
2011-11-24,22174,46358.28553640804,3802,240
2011-11-25,17358,47183.25468434343,3802,190
2011-11-26,0,0.0,3802,0
2011-11-27,10696,18980.822567932068,3802,617
2011-11-28,26795,54820.102839317544,3802,277
2011-11-29,27101,69414.11798613805,3802,269
2011-11-30,22808,52321.10038550992,3802,241
2011-12-01,25472,51172.1465010101,3802,341
2011-12-02,26017,57639.282874269,3802,323
2011-12-03,0,0.0,3802,0
2011-12-04,10716,20926.16596031746,3802,623
2011-12-05,41939,92199.00001080103,3802,314
2011-12-06,28457,56144.80481815991,3802,524
2011-12-07,29765,59042.928207875455,3802,561
2011-12-08,32896,87788.36478514614,3802,295
2011-12-09,90532,195785.90833333333,3802,144
