stock_code,total_quantity,total_revenue,avg_price,promo_count,days_active,last_sale,first_sale
20839,503,909.1,3.873649732620321,30,374,2011-12-09,2010-12-01
20840,473,637.4399999999999,4.9696167557932265,25,374,2011-12-09,2010-12-01
20845,19,120.64999999999999,6.3500000000000005,0,374,2011-12-09,2010-12-01
20846,684,935.1633333333333,1.580632798573975,44,374,2011-12-09,2010-12-01
20847,40,178.385,4.69572192513369,8,374,2011-12-09,2010-12-01
20848,21,61.95,2.9499999999999997,0,374,2011-12-09,2010-12-01
20851,9,53.550000000000004,5.95,0,374,2011-12-09,2010-12-01
20854,242,394.46,1.6561229946524063,0,374,2011-12-09,2010-12-01
20856,184,304.505,1.6914572192513369,0,374,2011-12-09,2010-12-01
20857,32,52.8,1.6500000000000001,0,374,2011-12-09,2010-12-01
20860,1,2.1,2.1,0,374,2011-12-09,2010-12-01
20861,2,4.2,2.1,0,374,2011-12-09,2010-12-01
20866,471,546.3925,1.5742446524064173,22,374,2011-12-09,2010-12-01
20867,313,391.42,1.275053475935829,19,374,2011-12-09,2010-12-01
20868,441,238.105,0.831524064171123,20,374,2011-12-09,2010-12-01
20869,163,80.13,1.2917914438502673,17,374,2011-12-09,2010-12-01
20871,2,8.42,4.21,0,374,2011-12-09,2010-12-01
20878,24,30.0,1.25,0,374,2011-12-09,2010-12-01
20886,472,1009.2033333333333,2.623030303030303,43,374,2011-12-09,2010-12-01
20892,4,89.22,25.04716577540107,0,374,2011-12-09,2010-12-01
20893,262,593.72,3.0733689839572187,15,374,2011-12-09,2010-12-01
20894,33,108.71000000000001,3.8460427807486632,7,374,2011-12-09,2010-12-01
20897,101,280.57,2.9391176470588234,16,374,2011-12-09,2010-12-01
20898,38,105.73,2.898903743315508,0,374,2011-12-09,2010-12-01
20901,19,85.13,4.2962032085561495,0,374,2011-12-09,2010-12-01
20902,84,531.445,8.257994652406417,27,374,2011-12-09,2010-12-01
20903,80,429.19,6.834786096256685,30,374,2011-12-09,2010-12-01
20906,3,8.850000000000001,2.9499999999999997,0,374,2011-12-09,2010-12-01
20910,8,50.8,6.3500000000000005,0,374,2011-12-09,2010-12-01
20914,5073,16429.985571428573,3.337098760716408,29,374,2011-12-09,2010-12-01
20931,282,1070.9450000000002,5.3252139037433155,27,374,2011-12-09,2010-12-01
20932,192,595.6450000000001,5.057446524064171,16,374,2011-12-09,2010-12-01
20933,23,71.05,3.2237967914438506,0,374,2011-12-09,2010-12-01
20934,62,391.76,6.513823529411765,15,374,2011-12-09,2010-12-01
20935,6,17.700000000000003,2.9499999999999997,0,374,2011-12-09,2010-12-01
20936,94,304.92,3.5455080213903742,19,374,2011-12-09,2010-12-01
20941,64,83.78,1.3106417112299464,7,374,2011-12-09,2010-12-01
20954,2,16.94,8.47,0,374,2011-12-09,2010-12-01
20956,810,1212.9633333333334,1.7461185383244207,41,374,2011-12-09,2010-12-01
20960,29,72.49,2.466818181818182,0,374,2011-12-09,2010-12-01
20961,1088,1703.4276666666667,1.791069964349376,56,374,2011-12-09,2010-12-01
20963,1153,1857.6461666666667,1.8265958110516936,49,374,2011-12-09,2010-12-01
20964,2,5.1,2.55,0,374,2011-12-09,2010-12-01
20966,668,1064.604,2.2591114081996433,9,374,2011-12-09,2010-12-01
20967,213,837.455,4.47451871657754,4,374,2011-12-09,2010-12-01
20969,1877,7317.0960000000005,4.244934046345811,18,374,2011-12-09,2010-12-01
20970,955,3815.2536666666665,4.131024064171123,18,374,2011-12-09,2010-12-01
20971,10230,13458.631071428572,1.4318103514132925,46,374,2011-12-09,2010-12-01
20972,6633,9017.53375,1.4665903997962821,34,374,2011-12-09,2010-12-01
20973,2985,2273.155142857143,0.7590756939139292,38,374,2011-12-09,2010-12-01
20974,6269,4235.439666666667,0.7867397504456329,71,374,2011-12-09,2010-12-01
20975,5374,3709.438181818182,0.7403390860476422,44,374,2011-12-09,2010-12-01
20977,935,1378.815,1.6140686274509803,22,374,2011-12-09,2010-12-01
20978,1494,2174.0026666666668,1.6340356506238858,70,374,2011-12-09,2010-12-01
20979,1988,2993.1983333333333,1.6420031194295899,82,374,2011-12-09,2010-12-01
20980,79,76.91,1.1859893048128343,6,374,2011-12-09,2010-12-01
20981,1582,1439.385,1.0388101604278075,49,374,2011-12-09,2010-12-01
20982,2019,1872.321,0.9047094474153298,18,374,2011-12-09,2010-12-01
20983,2194,1991.845,0.9219171122994652,17,374,2011-12-09,2010-12-01
20984,3219,988.4899999999999,0.5896791443850267,28,374,2011-12-09,2010-12-01
20985,1067,1502.0216666666668,1.7551515151515151,48,374,2011-12-09,2010-12-01
20986,654,916.255,1.7869830659536543,37,374,2011-12-09,2010-12-01
20992,4155,1907.7806666666665,0.684530303030303,77,374,2011-12-09,2010-12-01
20996,3071,743.6666666666666,0.35916577540106953,105,374,2011-12-09,2010-12-01
20997,48,202.34,4.172754010695187,0,374,2011-12-09,2010-12-01
20998,142,380.71500000000003,2.800842245989305,25,374,2011-12-09,2010-12-01
21000,74,265.9,3.483863636363636,0,374,2011-12-09,2010-12-01
21001,63,287.7,4.4710962566844925,0,374,2011-12-09,2010-12-01
21002,115,384.88,3.4222994652406418,0,374,2011-12-09,2010-12-01
21003,73,428.83,6.059518716577539,0,374,2011-12-09,2010-12-01
21009,1,1.25,1.25,0,374,2011-12-09,2010-12-01
21011,20,28.999999999999996,1.45,0,374,2011-12-09,2010-12-01
21012,1151,2605.4466666666667,2.33754679144385,1,374,2011-12-09,2010-12-01
21014,1301,656.434,1.0426969696969697,38,374,2011-12-09,2010-12-01
21015,1339,662.8639999999999,1.0285454545454544,35,374,2011-12-09,2010-12-01
21018,24,22.06,0.872192513368984,1,374,2011-12-09,2010-12-01
21025,154,207.915,1.5767780748663103,15,374,2011-12-09,2010-12-01
21026,244,312.285,1.6074331550802137,15,374,2011-12-09,2010-12-01
21027,156,173.90666666666667,1.236060606060606,11,374,2011-12-09,2010-12-01
21028,187,239.04000000000002,1.5643582887700533,13,374,2011-12-09,2010-12-01
21030,120,145.95,1.145668449197861,3,374,2011-12-09,2010-12-01
21031,42,51.74,1.246764705882353,5,374,2011-12-09,2010-12-01
21032,87,105.28,1.4894919786096255,1,374,2011-12-09,2010-12-01
21033,1810,5076.010714285714,3.0307078558696205,57,374,2011-12-09,2010-12-01
21034,1867,1773.6499999999999,0.9499999999999998,0,374,2011-12-09,2010-12-01
21035,1760,6505.007333333333,4.503622103386809,90,374,2011-12-09,2010-12-01
21038,77,86.75000000000001,1.3444385026737968,12,374,2011-12-09,2010-12-01
21039,305,810.8100000000001,3.10620320855615,27,374,2011-12-09,2010-12-01
21040,22,29.7,1.2417647058823529,3,374,2011-12-09,2010-12-01
21041,812,3647.246,4.388973262032086,69,374,2011-12-09,2010-12-01
21042,260,1771.6316666666667,6.815663992869875,36,374,2011-12-09,2010-12-01
21043,468,1119.222,3.9941497326203206,31,374,2011-12-09,2010-12-01
21051,186,364.6,2.2029946524064172,13,374,2011-12-09,2010-12-01
21054,30,279.20666666666665,8.97862745098039,0,374,2011-12-09,2010-12-01
21055,128,1311.4266666666665,11.537125668449196,44,374,2011-12-09,2010-12-01
21056,112,1149.48,10.27716577540107,0,374,2011-12-09,2010-12-01
21058,478,429.6633333333333,1.041212121212121,35,374,2011-12-09,2010-12-01
21059,473,411.02,0.937379679144385,0,374,2011-12-09,2010-12-01
21060,351,314.71,0.9175401069518716,0,374,2011-12-09,2010-12-01
21061,365,353.65,1.0988502673796792,33,374,2011-12-09,2010-12-01
21062,402,341.72999999999996,0.8715775401069518,0,374,2011-12-09,2010-12-01
21063,438,387.01,0.9104010695187166,0,374,2011-12-09,2010-12-01
21064,251,1121.0386666666668,5.90070944741533,32,374,2011-12-09,2010-12-01
21065,556,1181.7025,4.867560160427807,25,374,2011-12-09,2010-12-01
21066,690,679.075,1.4723663101604276,35,374,2011-12-09,2010-12-01
21067,311,500.72,1.639844028520499,31,374,2011-12-09,2010-12-01
21068,1518,2171.0516666666667,1.701905080213904,71,374,2011-12-09,2010-12-01
21069,1948,2305.235,1.4222459893048127,39,374,2011-12-09,2010-12-01
21070,1088,1561.3166666666666,1.570597147950089,50,374,2011-12-09,2010-12-01
21071,955,1410.425,1.8166198752228164,57,374,2011-12-09,2010-12-01
21078,2205,2430.7725476190476,1.5121935319582378,85,374,2011-12-09,2010-12-01
21080,9720,10402.21736904762,1.1244531342840165,137,374,2011-12-09,2010-12-01
21082,88,143.44,1.6300000000000001,0,374,2011-12-09,2010-12-01
21084,1998,783.452,0.5943244206773618,47,374,2011-12-09,2010-12-01
21086,4403,3853.1916666666666,0.9781042780748662,89,374,2011-12-09,2010-12-01
21087,81,35.57,0.39737967914438505,5,374,2011-12-09,2010-12-01
21088,1150,368.76,0.7607860962566845,39,374,2011-12-09,2010-12-01
21089,221,53.91,0.35791443850267385,15,374,2011-12-09,2010-12-01
21090,1897,1123.66,0.7083868092691622,56,374,2011-12-09,2010-12-01
21094,6076,5481.373416666666,1.0616577858416094,118,374,2011-12-09,2010-12-01
21095,65,67.73,0.8979679144385027,2,374,2011-12-09,2010-12-01
21096,887,445.53,0.8466212121212121,37,374,2011-12-09,2010-12-01
21098,3609,4808.94546031746,2.118311518546813,36,374,2011-12-09,2010-12-01
21100,65,163.49,3.9024064171122994,5,374,2011-12-09,2010-12-01
21106,210,667.52,4.324224598930481,25,374,2011-12-09,2010-12-01
21107,845,2572.9900000000002,4.025258467023173,41,374,2011-12-09,2010-12-01
21108,9871,19023.415333333334,3.5048039852304558,75,374,2011-12-09,2010-12-01
21109,907,3317.4076666666665,7.78908110516934,31,374,2011-12-09,2010-12-01
21110,1025,4296.305714285714,8.586101349630761,39,374,2011-12-09,2010-12-01
21111,852,1715.005,4.077718360071301,36,374,2011-12-09,2010-12-01
21112,1245,2925.3316666666665,3.4110071301247773,17,374,2011-12-09,2010-12-01
21114,1136,1645.7166666666667,2.249639037433155,75,374,2011-12-09,2010-12-01
21115,470,2851.61,8.550668449197861,48,374,2011-12-09,2010-12-01
21116,628,3949.9733333333334,6.916813725490196,53,374,2011-12-09,2010-12-01
21117,85,111.75,3.2058823529411766,7,374,2011-12-09,2010-12-01
21120,1,16.98,16.98,0,374,2011-12-09,2010-12-01
21121,3362,4372.676666666666,1.4598262032085563,31,374,2011-12-09,2010-12-01
21122,2981,3932.81,1.449585561497326,39,374,2011-12-09,2010-12-01
21123,709,839.4666666666667,1.273373440285205,52,374,2011-12-09,2010-12-01
21124,1899,2401.125,1.377085561497326,14,374,2011-12-09,2010-12-01
21125,312,405.175,1.3237299465240642,1,374,2011-12-09,2010-12-01
21126,377,481.41,1.5212032085561495,24,374,2011-12-09,2010-12-01
21128,50,469.5,10.655267379679145,9,374,2011-12-09,2010-12-01
21129,52,422.27500000000003,8.725334224598932,9,374,2011-12-09,2010-12-01
21131,102,381.02,5.818823529411764,12,374,2011-12-09,2010-12-01
21132,32,166.35999999999999,5.84903743315508,9,374,2011-12-09,2010-12-01
21135,2743,3225.2466666666664,2.893694295900178,62,374,2011-12-09,2010-12-01
21136,4240,7399.6975,1.72001559714795,40,374,2011-12-09,2010-12-01
21137,11303,44683.60558333334,4.043661096256685,28,374,2011-12-09,2010-12-01
21143,327,716.27,2.3844563279857396,6,374,2011-12-09,2010-12-01
21144,5,16.799999999999997,3.36,0,374,2011-12-09,2010-12-01
21145,110,137.5,1.25,0,374,2011-12-09,2010-12-01
21147,203,412.90166666666664,2.283168449197861,15,374,2011-12-09,2010-12-01
21154,2969,5902.885166666667,2.0651278966131907,82,374,2011-12-09,2010-12-01
21155,2849,8845.843,3.2521042780748664,114,374,2011-12-09,2010-12-01
21156,2223,4895.619333333333,2.520644385026738,72,374,2011-12-09,2010-12-01
21157,78,226.555,2.5497860962566845,11,374,2011-12-09,2010-12-01
21158,1407,825.3066666666666,1.3364839572192513,86,374,2011-12-09,2010-12-01
21159,1064,600.4816666666667,1.3883333333333334,75,374,2011-12-09,2010-12-01
21160,1,3.36,3.36,0,374,2011-12-09,2010-12-01
21161,118,191.795,1.632754010695187,22,374,2011-12-09,2010-12-01
21162,1342,797.3183333333333,1.5085026737967913,68,374,2011-12-09,2010-12-01
21163,1164,689.15,1.3498529411764706,73,374,2011-12-09,2010-12-01
21164,1114,3465.123333333334,3.331800356506239,25,374,2011-12-09,2010-12-01
21165,3154,6162.322,2.1251443850267377,90,374,2011-12-09,2010-12-01
21166,8926,20257.36386904762,2.6221829322638146,59,374,2011-12-09,2010-12-01
21167,1432,385.44,0.33351604278074864,16,374,2011-12-09,2010-12-01
21169,3057,6076.4113333333335,2.4195115864527628,130,374,2011-12-09,2010-12-01
21171,206,319.67333333333335,2.18632798573975,31,374,2011-12-09,2010-12-01
21172,3314,5814.986095238095,2.3619918512859686,114,374,2011-12-09,2010-12-01
21174,4115,10316.88292063492,2.711429186826246,96,374,2011-12-09,2010-12-01
21175,11755,30640.169484126982,2.8569920634920636,33,374,2011-12-09,2010-12-01
21179,1804,1427.982476190476,1.2228978864272981,73,374,2011-12-09,2010-12-01
21181,11369,26201.451352813852,2.4988889255426687,46,374,2011-12-09,2010-12-01
21186,2,6.72,3.36,0,374,2011-12-09,2010-12-01
21187,369,667.8299999999999,2.516876114081996,22,374,2011-12-09,2010-12-01
21188,241,790.3500000000001,3.4633689839572193,25,374,2011-12-09,2010-12-01
21189,341,869.8383333333334,2.536426024955437,20,374,2011-12-09,2010-12-01
21190,168,245.20000000000002,1.505614973262032,0,374,2011-12-09,2010-12-01
21191,514,1415.1283333333333,2.9398707664884136,36,374,2011-12-09,2010-12-01
21192,1044,1868.105,2.5031417112299463,33,374,2011-12-09,2010-12-01
21194,354,438.82,2.4655347593582886,31,374,2011-12-09,2010-12-01
21195,393,911.2753333333333,3.709150623885918,22,374,2011-12-09,2010-12-01
21196,48,90.67999999999999,2.268288770053476,3,374,2011-12-09,2010-12-01
21197,140,164.56,1.5862566844919785,7,374,2011-12-09,2010-12-01
21198,812,738.1933333333334,1.6273440285204992,17,374,2011-12-09,2010-12-01
21199,798,722.035,1.763355614973262,19,374,2011-12-09,2010-12-01
21200,1071,1537.0233333333333,2.2729679144385027,20,374,2011-12-09,2010-12-01
21201,1216,2937.465,3.2127139037433152,46,374,2011-12-09,2010-12-01
21202,234,281.46,1.787326203208556,0,374,2011-12-09,2010-12-01
21204,463,808.97,2.158903743315508,35,374,2011-12-09,2010-12-01
21205,223,600.73,3.1242647058823527,3,374,2011-12-09,2010-12-01
21206,978,1410.7466666666667,1.949705882352941,37,374,2011-12-09,2010-12-01
21207,670,1069.3866666666668,1.7214295900178254,13,374,2011-12-09,2010-12-01
21208,616,396.32,1.5638770053475934,34,374,2011-12-09,2010-12-01
21209,768,548.8,1.5866577540106952,34,374,2011-12-09,2010-12-01
21210,3232,5307.361416666667,1.90562188057041,102,374,2011-12-09,2010-12-01
21211,400,592.14,1.881096256684492,38,374,2011-12-09,2010-12-01
21212,24963,19026.475753968254,0.8224479988965283,131,374,2011-12-09,2010-12-01
21213,12496,9361.763452380952,0.8643463203463203,142,374,2011-12-09,2010-12-01
21215,967,694.45,0.9370187165775401,46,374,2011-12-09,2010-12-01
21216,1222,8082.967047619048,7.553695441813089,89,374,2011-12-09,2010-12-01
21217,684,8281.443333333333,12.983538324420676,105,374,2011-12-09,2010-12-01
21218,1167,6207.921333333333,5.939217468805704,75,374,2011-12-09,2010-12-01
21219,328,423.97333333333336,1.5122326203208558,23,374,2011-12-09,2010-12-01
21220,288,380.56166666666667,1.5168939393939391,20,374,2011-12-09,2010-12-01
21221,231,304.61,1.5922727272727273,16,374,2011-12-09,2010-12-01
21222,225,304.445,1.5021925133689837,14,374,2011-12-09,2010-12-01
21224,764,880.665,1.103235294117647,52,374,2011-12-09,2010-12-01
21226,88,74.3,1.1231016042780748,0,374,2011-12-09,2010-12-01
21228,5,6.25,1.25,0,374,2011-12-09,2010-12-01
21231,5502,7903.706,1.6223290043290044,115,374,2011-12-09,2010-12-01
21232,10103,16159.04875,1.749486312706901,109,374,2011-12-09,2010-12-01
21238,2590,2505.401,1.1901550802139038,97,374,2011-12-09,2010-12-01
21239,2064,2042.9383333333333,1.208132798573975,86,374,2011-12-09,2010-12-01
21240,2524,2466.6366666666668,1.224864081996435,86,374,2011-12-09,2010-12-01
21242,2124,4057.96,2.234148841354724,94,374,2011-12-09,2010-12-01
21243,1517,2779.2566666666667,2.247245989304813,60,374,2011-12-09,2010-12-01
21244,1542,2806.9466666666667,2.2840017825311945,58,374,2011-12-09,2010-12-01
21245,729,1254.9133333333334,2.0907397504456324,37,374,2011-12-09,2010-12-01
21246,164,743.12,4.726604278074866,11,374,2011-12-09,2010-12-01
21248,175,289.06,1.9606773618538322,37,374,2011-12-09,2010-12-01
21249,160,609.88,4.543582887700534,29,374,2011-12-09,2010-12-01
21250,77,221.27,3.2537433155080215,2,374,2011-12-09,2010-12-01
21251,81,271.03000000000003,3.402620320855615,19,374,2011-12-09,2010-12-01
21253,104,511.7866666666667,5.319269162210339,11,374,2011-12-09,2010-12-01
21257,651,6837.677333333333,11.500730837789662,75,374,2011-12-09,2010-12-01
21258,499,8247.734,14.682744206773618,36,374,2011-12-09,2010-12-01
21259,1066,6864.354285714286,7.102537178507768,50,374,2011-12-09,2010-12-01
21260,889,3087.43,3.58024064171123,16,374,2011-12-09,2010-12-01
21261,133,508.12500000000006,5.785895721925134,19,374,2011-12-09,2010-12-01
21262,283,1113.1775,5.441183155080214,36,374,2011-12-09,2010-12-01
21263,155,325.77,3.9418716577540107,27,374,2011-12-09,2010-12-01
21264,235,478.05,3.644117647058824,27,374,2011-12-09,2010-12-01
21265,107,220.41,3.6123529411764705,12,374,2011-12-09,2010-12-01
21268,2,0.84,0.42,0,374,2011-12-09,2010-12-01
21269,29,254.98000000000002,9.293582887700536,1,374,2011-12-09,2010-12-01
21270,48,504.69,13.92192513368984,0,374,2011-12-09,2010-12-01
21272,520,782.0916666666667,1.9772905525846702,42,374,2011-12-09,2010-12-01
21275,13,270.08,18.03652406417112,5,374,2011-12-09,2010-12-01
21277,20,439.72999999999996,21.887566844919785,1,374,2011-12-09,2010-12-01
21278,31,79.05,2.55,0,374,2011-12-09,2010-12-01
21279,65,221.425,4.120909090909091,7,374,2011-12-09,2010-12-01
21280,59,150.45000000000002,2.55,0,374,2011-12-09,2010-12-01
21281,43,129.63,2.9051604278074867,4,374,2011-12-09,2010-12-01
21284,343,369.025,2.43346256684492,11,374,2011-12-09,2010-12-01
21285,305,328.92,3.5015775401069518,10,374,2011-12-09,2010-12-01
21286,213,256.15999999999997,4.19283422459893,8,374,2011-12-09,2010-12-01
21287,1694,702.79,0.8398663101604279,28,374,2011-12-09,2010-12-01
21288,319,958.8366666666667,3.4505258467023174,24,374,2011-12-09,2010-12-01
21289,327,408.75,1.25,0,374,2011-12-09,2010-12-01
21291,911,822.512,1.02627807486631,26,374,2011-12-09,2010-12-01
21292,419,294.34999999999997,1.0035294117647058,1,374,2011-12-09,2010-12-01
21293,110,264.12,3.242807486631016,14,374,2011-12-09,2010-12-01
21294,1458,855.905,1.2116577540106952,45,374,2011-12-09,2010-12-01
21306,419,205.48999999999998,1.8002406417112298,28,374,2011-12-09,2010-12-01
21307,79,39.199999999999996,1.3305080213903744,5,374,2011-12-09,2010-12-01
21310,1,29.95,29.95,0,374,2011-12-09,2010-12-01
21311,411,201.91,1.7928609625668448,31,374,2011-12-09,2010-12-01
21313,3165,3123.4,1.1518863636363637,71,374,2011-12-09,2010-12-01
21314,4150,10944.6445,2.816197860962567,96,374,2011-12-09,2010-12-01
21316,159,214.73000000000002,2.1184491978609628,6,374,2011-12-09,2010-12-01
21317,107,656.94,7.28120320855615,18,374,2011-12-09,2010-12-01
21318,634,393.61,2.786363636363636,22,374,2011-12-09,2010-12-01
21319,155,165.88,1.0230213903743315,8,374,2011-12-09,2010-12-01
21320,191,453.74500000000006,1.9691310160427808,5,374,2011-12-09,2010-12-01
21324,75,241.97000000000003,3.108288770053476,19,374,2011-12-09,2010-12-01
21326,10376,7629.117333333334,0.8285026737967914,119,374,2011-12-09,2010-12-01
21327,852,1492.3783333333333,2.0621590909090908,63,374,2011-12-09,2010-12-01
21328,1182,2277.9836666666665,2.456842245989305,67,374,2011-12-09,2010-12-01
21329,850,1667.2226666666666,2.2511755793226382,63,374,2011-12-09,2010-12-01
21331,11,152.99,17.893689839572193,1,374,2011-12-09,2010-12-01
21332,15,217.1,11.700882352941177,4,374,2011-12-09,2010-12-01
21333,56,168.16000000000003,2.9658288770053476,1,374,2011-12-09,2010-12-01
21336,27,54.57,2.1629411764705884,5,374,2011-12-09,2010-12-01
21340,889,11181.852499999999,13.701452762923351,41,374,2011-12-09,2010-12-01
21344,10,110.33999999999999,16.23951871657754,0,374,2011-12-09,2010-12-01
21348,140,366.16,2.7975935828877003,0,374,2011-12-09,2010-12-01
21349,17,148.85,6.8229411764705885,3,374,2011-12-09,2010-12-01
21351,82,545.18,6.732602495543672,0,374,2011-12-09,2010-12-01
21352,352,1501.2606666666668,5.622012477718361,15,374,2011-12-09,2010-12-01
21354,690,896.8483333333334,1.5605436720142603,43,374,2011-12-09,2010-12-01
21355,688,915.5143333333333,1.2556114081996435,5,374,2011-12-09,2010-12-01
21356,575,623.6516666666666,1.4556105169340463,46,374,2011-12-09,2010-12-01
21357,17,21.25,1.25,0,374,2011-12-09,2010-12-01
21358,325,383.27,1.2496791443850268,42,374,2011-12-09,2010-12-01
21359,123,820.58,14.844064171122996,17,374,2011-12-09,2010-12-01
21360,34,210.42,7.2200534759358295,6,374,2011-12-09,2010-12-01
21361,105,1510.304,14.144275401069518,27,374,2011-12-09,2010-12-01
21363,237,1430.6091666666666,6.1193048128342244,54,374,2011-12-09,2010-12-01
21364,30,222.96,7.643529411764705,7,374,2011-12-09,2010-12-01
21365,283,328.49,3.035668449197861,32,374,2011-12-09,2010-12-01
21366,86,462.18666666666667,6.451194295900177,16,374,2011-12-09,2010-12-01
21367,171,224.75,2.8251871657754006,22,374,2011-12-09,2010-12-01
21368,163,143.28,2.5272994652406418,23,374,2011-12-09,2010-12-01
21369,99,158.99,3.3465775401069524,9,374,2011-12-09,2010-12-01
21370,16,100.66000000000001,6.436711229946524,2,374,2011-12-09,2010-12-01
21371,194,195.96,2.548475935828877,21,374,2011-12-09,2010-12-01
21372,68,91.82,3.263181818181818,19,374,2011-12-09,2010-12-01
21373,476,362.04,0.8308556149732621,27,374,2011-12-09,2010-12-01
21374,289,503.79,3.604251336898396,30,374,2011-12-09,2010-12-01
21375,39,301.87,8.12831550802139,6,374,2011-12-09,2010-12-01
21376,29,171.01,6.0536898395721925,1,374,2011-12-09,2010-12-01
21377,115,205.78,2.753716577540107,15,374,2011-12-09,2010-12-01
21378,130,198.09,2.2846791443850267,9,374,2011-12-09,2010-12-01
21379,160,230.98499999999999,1.8254411764705882,18,374,2011-12-09,2010-12-01
21380,1754,5760.756190476191,3.4984415584415585,75,374,2011-12-09,2010-12-01
21381,983,1953.27,2.2902966641201936,83,374,2011-12-09,2010-12-01
21382,1083,1387.43,2.3698217468805707,69,374,2011-12-09,2010-12-01
21383,913,769.6166666666667,1.1072504456327985,55,374,2011-12-09,2010-12-01
21385,3251,3246.013857142857,1.1005893812070282,97,374,2011-12-09,2010-12-01
21386,613,253.77,0.6340374331550802,32,374,2011-12-09,2010-12-01
