stock_code,date,units_sold,closing_inventory,reorder_triggered,reorder_point,inventory_value,coverage_days
20835,2011-12-09,0.0,150.0,0,3.49,124.5,837.31
20836,2011-12-09,0.0,183.0,0,1.61,151.89,510.76
20837,2011-12-09,0.0,193.0,0,5.63,160.19,616.94
20838,2011-12-09,0.0,177.3850267379679,0,11.2,150.78,190.09
20839,2011-12-09,0.0,155.9732620320856,0,22.19,513.15,115.97
20840,2011-12-09,0.0,154.23529411764707,0,18.97,131.1,121.95
20845,2011-12-09,0.0,23.267379679144383,0,0.61,147.75,458.0
20846,2011-12-09,0.0,0.0,0,16.46,0.0,0.0
20847,2011-12-09,0.0,40.98395721925134,0,1.6,153.69,383.2
20848,2011-12-09,0.0,44.0,0,0.34,129.8,783.62
20851,2011-12-09,0.0,20.021390374331556,0,0.36,119.13,832.0
20854,2011-12-09,0.0,85.0,0,3.88,140.25,131.36
20856,2011-12-09,0.0,110.0,0,7.38,181.5,223.59
20857,2011-12-09,0.0,76.0,0,1.28,125.4,888.25
20860,2011-12-09,0.0,15.0,0,0.02,31.5,5610.0
20861,2011-12-09,0.0,22.0,0,0.1,46.2,4114.0
20866,2011-12-09,0.0,174.0,0,13.22,217.5,138.17
20867,2011-12-09,0.0,128.0,0,15.06,160.0,152.95
20868,2011-12-09,0.0,406.0,0,5.31,158.34,344.32
20869,2011-12-09,0.0,325.6096256684492,0,3.27,126.99,747.1
20871,2011-12-09,0.0,15.0,0,0.06,63.15,2805.0
20878,2011-12-09,0.0,97.0,0,0.48,121.25,1511.58
20886,2011-12-09,0.0,322.01069518716577,0,11.36,627.92,255.15
20892,2011-12-09,0.0,11.0,0,0.16,280.39,1028.5
20893,2011-12-09,0.0,70.0,0,4.2,178.5,99.92
20894,2011-12-09,0.0,48.41176470588235,0,1.46,142.81,548.67
20897,2011-12-09,0.0,68.0,0,1.62,167.28,251.8
20898,2011-12-09,0.0,62.0,0,0.76,152.52,610.21
20901,2011-12-09,0.0,39.0,0,0.76,161.07,767.68
20902,2011-12-09,0.0,34.866310160427815,0,4.04,144.0,155.24
20903,2011-12-09,0.0,35.0,0,1.6,144.55,163.62
20906,2011-12-09,0.0,20.0,0,0.07,59.0,2493.33
20910,2011-12-09,0.0,25.0,0,0.45,158.75,1168.75
20914,2011-12-09,2.0,646.3903743315509,0,284.85,1906.85,47.65
20931,2011-12-09,1.0,174.0,0,10.18,652.5,230.77
20932,2011-12-09,0.0,12.0,0,6.16,45.0,23.37
20933,2011-12-09,0.0,55.0,0,0.65,162.25,894.35
20934,2011-12-09,0.0,28.0,0,2.49,152.6,168.9
20935,2011-12-09,0.0,31.0,0,0.24,91.45,1932.33
20936,2011-12-09,1.0,53.0,0,2.26,156.35,210.87
20941,2011-12-09,0.0,122.0,0,0.77,152.5,712.94
20954,2011-12-09,0.0,12.0,0,0.03,101.64,2244.0
20956,2011-12-09,0.0,532.0,0,45.48,665.0,245.64
20960,2011-12-09,0.0,61.0,0,0.93,153.11,786.69
20961,2011-12-09,1.0,562.0,0,34.91,702.5,193.19
20963,2011-12-09,1.0,85.0,0,36.99,209.1,27.57
20964,2011-12-09,0.0,20.0,0,0.1,51.0,3740.0
20966,2011-12-09,0.0,347.0,0,8.04,853.62,194.28
20967,2011-12-09,0.0,7.0,0,2.56,26.25,12.29
20969,2011-12-09,0.0,128.0,0,45.17,480.0,25.5
20970,2011-12-09,1.0,34.0,0,30.64,127.5,13.32
20971,2011-12-09,2.0,94.0,0,451.32,117.5,3.44
20972,2011-12-09,3.0,101.0,0,212.82,126.25,5.69
20973,2011-12-09,4.0,918.0,0,95.78,596.7,115.02
20974,2011-12-09,1.0,1646.0106951871658,0,352.0,1069.91,98.2
20975,2011-12-09,0.0,130.0,0,86.21,84.5,9.05
20977,2011-12-09,0.0,502.0,0,33.75,627.5,200.8
20978,2011-12-09,1.0,459.0,0,53.93,573.75,114.9
20979,2011-12-09,3.0,220.50267379679144,0,63.79,275.63,41.48
20980,2011-12-09,0.0,114.7433155080214,0,3.8,143.43,543.22
20981,2011-12-09,12.0,719.0,0,38.07,611.15,169.98
20982,2011-12-09,14.0,827.0,0,113.37,702.95,153.19
20983,2011-12-09,4.0,542.7700534759358,0,52.8,461.35,92.52
20984,2011-12-09,0.0,2247.0,0,116.19,651.63,261.07
20985,2011-12-09,1.0,490.0,0,38.51,612.5,171.75
20986,2011-12-09,1.0,55.0,0,34.1,68.75,31.45
20992,2011-12-09,0.0,1634.0,0,133.32,637.26,147.08
20996,2011-12-09,0.0,438.0,0,73.9,83.22,53.34
20997,2011-12-09,0.0,40.0,0,0.58,165.2,311.67
20998,2011-12-09,0.0,42.89304812834226,0,3.99,126.53,112.97
21000,2011-12-09,1.0,51.0,0,3.56,167.79,257.76
21001,2011-12-09,0.0,39.0,0,0.76,161.07,231.52
21002,2011-12-09,0.0,48.0,0,6.0,157.92,156.1
21003,2011-12-09,0.0,21.395721925133685,0,2.64,123.88,109.62
21009,2011-12-09,0.0,20.0,0,0.02,25.0,7480.0
21011,2011-12-09,0.0,80.0,0,0.48,116.0,1496.0
21012,2011-12-09,5.0,63.51336898395721,0,41.55,156.24,20.64
21014,2011-12-09,0.0,830.0,0,31.31,688.9,238.6
21015,2011-12-09,8.0,798.0,0,21.48,662.34,222.89
21018,2011-12-09,0.0,116.0,0,0.96,98.6,1807.67
21025,2011-12-09,0.0,137.0,0,6.79,171.25,332.71
21026,2011-12-09,1.0,129.0,0,3.91,161.25,197.73
21027,2011-12-09,0.0,156.0,0,3.75,165.36,374.0
21028,2011-12-09,0.0,130.0,0,3.75,162.5,260.0
21030,2011-12-09,0.0,128.0,0,4.81,160.0,398.93
21031,2011-12-09,0.0,98.0,0,1.85,122.5,872.67
21032,2011-12-09,0.0,125.0,0,3.84,156.25,537.36
21033,2011-12-09,0.0,328.0,0,101.63,967.6,67.77
21034,2011-12-09,0.0,513.0,0,89.86,487.35,102.76
21035,2011-12-09,1.0,207.0,0,42.35,1198.53,43.99
21038,2011-12-09,0.0,160.0,0,1.24,126.4,777.14
21039,2011-12-09,0.0,104.0,0,12.23,265.2,127.53
21040,2011-12-09,0.0,62.94117647058823,0,1.15,105.11,1070.0
21041,2011-12-09,0.0,102.37433155080214,0,45.59,302.0,47.15
21042,2011-12-09,0.0,90.3957219251337,0,5.21,537.85,130.03
21043,2011-12-09,0.0,341.0,0,9.39,664.95,272.51
21051,2011-12-09,0.0,63.77540106951872,0,2.24,133.93,128.24
21054,2011-12-09,0.0,22.0,0,0.48,196.9,274.27
21055,2011-12-09,0.0,82.0,0,4.62,733.9,239.59
21056,2011-12-09,0.0,77.0,0,4.04,689.15,257.12
21058,2011-12-09,0.0,157.0,0,13.42,133.45,122.84
21059,2011-12-09,0.0,155.0,0,11.38,131.75,122.56
21060,2011-12-09,0.0,178.0,0,16.89,151.3,189.66
21061,2011-12-09,0.0,174.97860962566847,0,11.71,148.73,179.29
21062,2011-12-09,0.0,168.28877005347596,0,19.35,143.05,156.57
21063,2011-12-09,0.0,161.37433155080214,0,24.59,137.17,137.79
21064,2011-12-09,0.0,0.0,0,6.04,0.0,0.0
21065,2011-12-09,2.0,154.0,0,11.15,636.02,103.59
21066,2011-12-09,0.0,512.0,0,38.74,640.0,277.52
21067,2011-12-09,0.0,106.85026737967917,0,12.47,133.56,128.5
21068,2011-12-09,0.0,610.0,0,36.53,762.5,150.29
21069,2011-12-09,0.0,233.5187165775401,0,78.13,291.9,44.83
21070,2011-12-09,0.0,562.0,0,39.27,702.5,193.19
21071,2011-12-09,0.0,565.0,0,49.79,706.25,221.27
21078,2011-12-09,0.0,600.0,0,53.06,510.0,101.77
21080,2011-12-09,0.0,1911.1016042780748,0,545.78,1624.44,73.53
21082,2011-12-09,0.0,93.76470588235291,0,4.94,152.84,398.5
21084,2011-12-09,0.0,994.0,0,40.07,646.1,186.06
21086,2011-12-09,0.0,265.0,0,70.64,172.25,22.51
21087,2011-12-09,0.0,194.0,0,2.92,126.1,895.75
21088,2011-12-09,0.0,955.0,0,13.84,181.45,310.58
21089,2011-12-09,0.0,605.0,0,5.32,114.95,1023.85
21090,2011-12-09,0.0,690.0,0,60.87,572.7,136.04
21094,2011-12-09,0.0,892.6631016042784,0,341.17,758.76,54.95
21095,2011-12-09,0.0,169.0,0,3.65,143.65,972.4
21096,2011-12-09,0.0,407.0,0,14.23,158.73,171.61
21098,2011-12-09,1.0,151.0,0,188.17,188.75,15.65
21100,2011-12-09,0.0,40.0,0,1.04,165.2,230.15
21106,2011-12-09,0.0,39.0,0,9.26,115.05,69.46
21107,2011-12-09,0.0,109.0,0,44.06,321.55,48.24
21108,2011-12-09,18.0,817.0,0,514.66,1715.7,30.96
21109,2011-12-09,12.0,105.0,0,18.19,442.05,43.3
21110,2011-12-09,0.0,165.0,0,53.44,1113.75,60.2
21111,2011-12-09,24.0,165.0,0,13.67,414.15,72.43
21112,2011-12-09,0.0,486.0,0,44.94,1433.7,146.0
21114,2011-12-09,0.0,467.0,0,36.45,583.75,153.75
21115,2011-12-09,17.0,3.561497326203209,1,11.31,24.04,2.83
21116,2011-12-09,0.0,97.0,0,7.56,804.13,57.77
21117,2011-12-09,0.0,122.0,0,4.09,152.5,536.8
21120,2011-12-09,0.0,12.0,0,0.03,203.76,4488.0
21121,2011-12-09,24.0,1107.0,0,134.84,1383.75,123.15
21122,2011-12-09,0.0,1008.0,0,83.69,1260.0,126.46
21123,2011-12-09,0.0,0.0,0,19.91,0.0,0.0
21124,2011-12-09,0.0,261.0,0,99.01,326.25,51.4
21125,2011-12-09,4.0,112.0,0,5.01,140.0,134.26
21126,2011-12-09,1.0,94.0,0,16.63,117.5,93.25
21128,2011-12-09,0.0,8.0,0,2.21,99.68,59.84
21129,2011-12-09,0.0,25.0,0,1.46,173.75,179.81
21131,2011-12-09,0.0,36.0,0,2.45,153.0,132.0
21132,2011-12-09,0.0,37.0,0,0.39,157.25,432.44
21135,2011-12-09,0.0,882.0,0,154.02,1490.58,120.26
21136,2011-12-09,0.0,1158.0,0,238.07,1957.02,102.14
21137,2011-12-09,147.0,0.0,0,226.66,0.0,0.0
21143,2011-12-09,0.0,104.0,0,3.93,202.8,118.95
21144,2011-12-09,0.0,24.0,0,0.08,80.64,1795.2
21145,2011-12-09,0.0,121.7058823529412,0,1.32,152.13,413.8
21147,2011-12-09,0.0,59.593582887700535,0,9.77,125.15,109.79
21154,2011-12-09,2.0,1032.0,0,154.8,1290.0,130.0
21155,2011-12-09,4.0,759.0,0,45.71,1935.45,99.64
21156,2011-12-09,0.0,672.0,0,98.07,1310.4,113.06
21157,2011-12-09,0.0,42.0,0,1.56,173.46,201.38
21158,2011-12-09,1.0,253.0,0,39.5,98.67,67.25
21159,2011-12-09,0.0,360.0,0,42.67,140.4,126.54
21160,2011-12-09,0.0,12.0,0,0.04,40.32,4488.0
21161,2011-12-09,0.0,107.50267379679144,0,6.15,155.88,340.73
21162,2011-12-09,1.0,255.41176470588243,0,16.15,99.61,71.18
21163,2011-12-09,0.0,390.0,0,23.34,152.1,125.31
21164,2011-12-09,0.0,15.0,0,26.81,44.25,5.04
21165,2011-12-09,0.0,439.0,0,75.9,741.91,52.06
21166,2011-12-09,0.0,0.0,0,501.19,0.0,0.0
21167,2011-12-09,0.0,179.62566844919775,0,68.92,75.44,46.91
21169,2011-12-09,3.0,488.0,0,73.56,824.72,59.7
21171,2011-12-09,0.0,104.0,0,11.57,150.8,188.82
21172,2011-12-09,1.0,605.0,0,106.33,877.25,68.28
21174,2011-12-09,0.0,0.0,0,148.54,0.0,0.0
21175,2011-12-09,2.0,348.0,0,377.17,887.4,11.07
21179,2011-12-09,0.0,342.0,0,28.94,427.5,70.9
21181,2011-12-09,0.0,0.0,0,638.37,0.0,0.0
21186,2011-12-09,0.0,17.0,0,0.02,57.12,3179.0
21187,2011-12-09,0.0,65.0,0,7.4,107.25,65.88
21188,2011-12-09,0.0,14.0,0,4.83,41.3,21.73
21189,2011-12-09,0.0,0.0,0,8.21,0.0,0.0
21190,2011-12-09,0.0,167.0,0,2.7,275.55,371.77
21191,2011-12-09,0.0,302.0,0,6.18,634.2,219.74
21192,2011-12-09,0.0,378.0,0,46.06,623.7,135.41
21194,2011-12-09,3.0,51.50802139037432,0,19.88,83.96,54.42
21195,2011-12-09,0.0,130.0,0,6.3,536.9,123.72
21196,2011-12-09,0.0,84.0,0,1.16,138.6,654.5
21197,2011-12-09,0.0,136.0,0,5.05,224.4,363.31
21198,2011-12-09,0.0,483.0,0,45.59,796.95,222.47
21199,2011-12-09,0.0,458.0,0,35.21,755.7,214.65
21200,2011-12-09,6.0,303.0,0,51.55,499.95,105.81
21201,2011-12-09,4.0,503.1122994652407,0,43.89,1282.94,154.74
21202,2011-12-09,0.0,81.55614973262033,0,7.51,134.57,130.35
21204,2011-12-09,0.0,25.0,0,9.28,41.25,20.19
21205,2011-12-09,0.0,44.0,0,11.63,112.2,73.79
21206,2011-12-09,0.0,439.0,0,47.07,724.35,167.88
21207,2011-12-09,0.0,409.0,0,8.06,674.85,228.31
21208,2011-12-09,1.0,504.0,0,27.18,196.56,306.0
21209,2011-12-09,5.0,9.0,1,12.32,14.67,4.38
21210,2011-12-09,0.0,997.0,0,142.59,1445.65,115.37
21211,2011-12-09,0.0,56.8395721925134,0,19.25,82.42,53.15
21212,2011-12-09,9.0,440.0,0,400.48,242.0,6.59
21213,2011-12-09,2.0,1100.0,0,400.94,605.0,32.92
21215,2011-12-09,0.0,478.1871657754011,0,15.51,597.73,184.95
21216,2011-12-09,2.0,94.0,0,44.11,465.3,28.77
21217,2011-12-09,27.0,18.62566844919786,1,38.41,185.33,10.18
21218,2011-12-09,4.0,143.1069518716577,0,14.04,1186.36,45.86
21219,2011-12-09,0.0,125.0,0,9.21,156.25,142.53
21220,2011-12-09,3.0,136.0,0,16.17,170.0,176.61
21221,2011-12-09,0.0,121.0,0,5.56,151.25,195.9
21222,2011-12-09,1.0,123.0,0,3.61,153.75,204.45
21224,2011-12-09,2.0,32.59358288770056,0,24.51,31.13,15.96
21226,2011-12-09,0.0,208.0,0,3.18,172.64,884.0
21228,2011-12-09,0.0,40.12299465240642,0,0.2,50.15,3001.2
21231,2011-12-09,0.0,155.0,0,132.4,193.75,10.54
21232,2011-12-09,14.0,110.1229946524063,0,567.28,137.65,4.08
21238,2011-12-09,8.0,429.7112299465239,0,93.49,365.25,62.05
21239,2011-12-09,1.0,671.0,0,49.67,570.35,121.59
21240,2011-12-09,0.0,576.0,0,141.72,489.6,85.35
21242,2011-12-09,2.0,748.0,0,119.26,1264.12,131.71
21243,2011-12-09,0.0,147.71657754010698,0,48.67,249.64,36.42
21244,2011-12-09,0.0,140.0,0,18.55,236.6,33.96
21245,2011-12-09,0.0,374.0,0,29.24,632.06,191.87
21246,2011-12-09,0.0,11.834224598930462,0,5.92,48.88,26.99
21248,2011-12-09,0.0,107.3048128342246,0,2.81,155.59,229.33
21249,2011-12-09,0.0,107.93582887700536,0,6.42,624.95,252.3
21250,2011-12-09,0.0,53.294117647058826,0,4.01,157.22,258.86
21251,2011-12-09,0.0,55.0,0,1.3,162.25,253.95
21253,2011-12-09,0.0,13.358288770053475,0,4.59,77.34,48.04
21257,2011-12-09,5.0,137.0,0,10.44,1089.15,78.71
21258,2011-12-09,9.0,14.0,1,22.01,178.5,10.49
21259,2011-12-09,1.0,61.422459893048085,0,34.2,365.46,21.55
21260,2011-12-09,0.0,77.0,0,10.7,250.25,32.39
21261,2011-12-09,0.0,44.8716577540107,0,7.47,132.37,126.18
21262,2011-12-09,0.0,215.0,0,4.54,634.25,284.13
21263,2011-12-09,0.0,77.0,0,6.22,150.15,185.79
21264,2011-12-09,0.0,89.0,0,4.71,173.55,141.64
21265,2011-12-09,0.0,90.0,0,6.01,175.5,314.58
21268,2011-12-09,0.0,48.0,0,0.09,20.16,8976.0
21269,2011-12-09,0.0,19.0,0,1.4,161.5,245.03
21270,2011-12-09,0.0,26.0,0,1.54,220.22,202.58
21272,2011-12-09,0.0,47.7914438502674,0,16.68,59.74,34.37
21275,2011-12-09,0.0,12.0,0,0.52,203.4,345.23
21277,2011-12-09,0.0,5.491978609625669,0,0.96,120.55,102.7
21278,2011-12-09,0.0,52.96256684491979,0,1.62,135.05,638.97
21279,2011-12-09,0.0,29.598930481283418,0,0.78,146.81,170.31
21280,2011-12-09,0.0,60.25133689839572,0,2.37,153.64,381.93
21281,2011-12-09,0.0,31.657754010695182,0,0.69,158.61,275.35
21284,2011-12-09,0.0,118.0,0,8.25,199.42,128.66
21285,2011-12-09,0.0,39.0,0,14.68,81.9,47.82
21286,2011-12-09,0.0,36.83957219251337,0,5.13,93.94,64.69
21287,2011-12-09,0.0,194.0,0,81.53,73.72,42.83
21288,2011-12-09,0.0,193.0,0,10.24,634.97,226.28
21289,2011-12-09,0.0,120.0,0,6.56,150.0,137.25
21291,2011-12-09,0.0,61.0,0,25.58,51.85,25.04
21292,2011-12-09,0.0,201.0,0,15.12,170.85,179.41
21293,2011-12-09,0.0,75.0,0,5.29,157.5,255.0
21294,2011-12-09,0.0,251.0,0,58.48,97.89,64.39
21306,2011-12-09,0.0,515.1069518716578,0,23.53,149.38,459.79
21307,2011-12-09,0.0,135.0,0,4.12,283.5,639.11
21310,2011-12-09,0.0,12.0,0,0.05,359.4,4488.0
21311,2011-12-09,0.0,539.0,0,16.48,156.31,490.48
21313,2011-12-09,2.0,241.85561497326216,0,76.16,205.58,28.58
21314,2011-12-09,50.0,777.0,0,116.51,1631.7,70.02
21316,2011-12-09,0.0,68.0,0,2.55,200.6,159.95
21317,2011-12-09,0.0,15.032085561497324,0,3.0,81.92,52.54
21318,2011-12-09,0.0,736.0,0,35.6,287.04,434.17
21319,2011-12-09,0.0,98.0,0,4.97,161.7,236.46
21320,2011-12-09,0.0,42.89839572192514,0,3.06,109.39,84.0
21324,2011-12-09,0.0,52.844919786096256,0,3.01,155.89,263.52
21326,2011-12-09,156.0,710.0,0,582.61,461.5,25.59
21327,2011-12-09,1.0,357.0,0,44.42,589.05,156.71
21328,2011-12-09,4.0,265.475935828877,0,28.44,438.04,84.0
21329,2011-12-09,4.0,428.0,0,27.27,706.2,188.32
21331,2011-12-09,0.0,13.0,0,0.4,165.75,442.0
21332,2011-12-09,0.0,13.0,0,0.3,165.75,324.13
21333,2011-12-09,0.0,59.0,0,1.35,174.05,394.04
21336,2011-12-09,0.0,70.0,0,0.54,114.1,969.63
21340,2011-12-09,0.0,46.66844919786095,0,49.92,595.02,19.63
21344,2011-12-09,0.0,15.0,0,0.44,149.25,561.0
21348,2011-12-09,0.0,43.44385026737967,0,7.3,128.16,116.06
21349,2011-12-09,0.0,30.0,0,0.82,202.5,660.0
21351,2011-12-09,1.0,33.0,0,4.6,222.75,150.51
21352,2011-12-09,0.0,96.0,0,5.65,555.84,102.0
21354,2011-12-09,0.0,515.0,0,35.98,643.75,279.14
21355,2011-12-09,1.0,510.0,0,8.28,637.5,277.24
21356,2011-12-09,16.0,135.14438502673795,0,18.45,112.17,87.9
21357,2011-12-09,0.0,72.0,0,0.68,90.0,1584.0
21358,2011-12-09,0.0,103.99465240641712,0,9.12,129.99,119.67
21359,2011-12-09,0.0,27.62566844919786,0,1.97,109.12,84.0
21360,2011-12-09,0.0,14.63636363636364,0,0.68,145.63,161.0
21361,2011-12-09,0.0,52.0,0,5.05,663.0,185.22
21363,2011-12-09,0.0,122.22994652406416,0,5.7,605.04,192.89
21364,2011-12-09,0.0,25.0,0,0.72,168.75,311.67
21365,2011-12-09,0.0,221.0,0,15.89,165.75,292.06
21366,2011-12-09,0.0,34.0,0,1.38,144.5,147.86
21367,2011-12-09,0.0,221.0,0,8.92,165.75,483.36
21368,2011-12-09,0.0,215.0,0,9.15,161.25,493.31
21369,2011-12-09,0.0,133.0,0,3.97,166.25,502.44
21370,2011-12-09,0.0,58.0,0,0.26,95.7,1355.75
21371,2011-12-09,0.0,225.0,0,3.11,168.75,433.76
21372,2011-12-09,0.0,166.0,0,1.64,124.5,913.0
21373,2011-12-09,0.0,214.0,0,17.18,160.5,168.14
21374,2011-12-09,0.0,115.0,0,4.64,143.75,148.82
21375,2011-12-09,0.0,11.759358288770052,0,1.25,126.88,112.77
21376,2011-12-09,0.0,29.0,0,0.47,158.05,374.0
21377,2011-12-09,0.0,41.82887700534758,0,4.15,137.62,136.03
21378,2011-12-09,2.0,95.19786096256684,0,1.56,157.08,273.88
21379,2011-12-09,1.0,53.93582887700535,0,7.06,132.68,126.08
21380,2011-12-09,0.0,259.0,0,21.1,764.05,55.23
21381,2011-12-09,0.0,303.7807486631016,0,19.71,513.39,115.58
21382,2011-12-09,0.0,449.0,0,21.72,731.87,155.06
21383,2011-12-09,1.0,58.0,0,43.94,48.14,23.76
21385,2011-12-09,0.0,234.0,0,39.12,198.9,26.92
21386,2011-12-09,0.0,779.6791443850268,0,19.67,148.14,475.69
21389,2011-12-09,0.0,798.0,0,41.75,678.3,286.7
21390,2011-12-09,0.0,986.0,0,101.9,1232.5,130.63
21391,2011-12-09,0.0,89.0,0,44.91,66.75,32.7
21392,2011-12-09,0.0,62.0,0,1.35,130.2,828.14
21393,2011-12-09,0.0,62.0,0,0.81,130.2,799.59
21394,2011-12-09,0.0,1673.0,0,146.74,652.47,205.22
21395,2011-12-09,0.0,1700.0,0,55.16,663.0,277.4
21397,2011-12-09,0.0,705.0,0,54.3,274.95,272.67
21398,2011-12-09,0.0,524.0,0,49.67,204.36,142.42
21399,2011-12-09,0.0,512.0,0,81.88,199.68,103.17
21400,2011-12-09,0.0,1209.8716577540108,0,45.93,145.18,513.61
21401,2011-12-09,0.0,1259.0,0,43.12,151.08,525.52
21402,2011-12-09,1.0,1266.8983957219252,0,58.71,152.03,420.8
21403,2011-12-09,0.0,1372.0,0,54.79,164.64,338.03
21407,2011-12-09,0.0,152.0,0,3.34,646.0,204.49
21408,2011-12-09,0.0,0.0,0,8.31,0.0,0.0
21410,2011-12-09,0.0,12.0,0,0.02,101.64,4488.0
21411,2011-12-09,2.0,113.0,0,36.76,480.25,59.95
21413,2011-12-09,0.0,99.7807486631016,0,0.96,124.73,777.46
21414,2011-12-09,0.0,15.0,0,0.02,31.5,5610.0
21415,2011-12-09,0.0,57.0,0,4.27,119.7,100.08
21416,2011-12-09,0.0,22.12299465240642,0,0.2,82.96,1654.8
21417,2011-12-09,20.36363636363637,0.0,1,12.27,0.0,0.0
21418,2011-12-09,0.0,53.0,0,4.16,199.02,267.86
21420,2011-12-09,0.0,47.90374331550802,0,1.49,155.69,338.04
21421,2011-12-09,0.0,265.0,0,5.75,331.25,414.69
21422,2011-12-09,0.0,897.0,0,17.8,762.45,226.83
21424,2011-12-09,0.0,90.0,0,2.91,596.7,139.09
21425,2011-12-09,0.0,69.0,0,2.27,203.55,318.59
21426,2011-12-09,0.0,20.0,0,8.53,99.2,49.21
21427,2011-12-09,0.0,84.0,0,2.64,176.4,430.36
21428,2011-12-09,0.0,244.0,0,51.72,1037.0,91.99
21429,2011-12-09,0.0,160.01069518716577,0,19.57,312.02,49.05
21430,2011-12-09,3.0,424.0,0,42.59,1590.0,59.73
21439,2011-12-09,0.0,492.5828877005348,0,44.47,615.73,215.97
21441,2011-12-09,0.0,193.0,0,5.37,164.05,215.47
21442,2011-12-09,0.0,176.83422459893046,0,4.22,150.31,188.42
21445,2011-12-09,0.0,150.0,0,5.9,187.5,267.14
21446,2011-12-09,0.0,111.0,0,19.32,138.75,120.68
21447,2011-12-09,0.0,496.0,0,40.94,620.0,199.9
21448,2011-12-09,0.0,85.0,0,4.75,140.25,107.4
21452,2011-12-09,0.0,195.9679144385027,0,23.67,578.11,161.44
21454,2011-12-09,0.0,200.0,0,29.2,166.0,133.57
21455,2011-12-09,0.0,216.0,0,28.88,179.28,134.64
21456,2011-12-09,0.0,146.0,0,8.29,182.5,343.42
21457,2011-12-09,0.0,146.0,0,2.41,182.5,455.03
